"Scenario","Replicate","Generations","Length_of_benchmarking_reference","Distance_from_HXB2","Average_pairwise_diversity_of_quasispecies","ENV_diversity","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","L50","LG50","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","LA50","LGA50","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.2256","SIM_C_highcov_cont","replicate6",221,8631,1059,82.754747,5.494141,"viralngs_genome",1,1,1,0,0,0,8601,8601,8601,0,0,0,1,8601,8601,8631,"40.41",40.43,8601,"8601",1,"1",350000,175000,175000,98.77,98.77,97.54,97.54,10029,10018,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"11.63","93.01","8601","8601","8601","8601","1","1","SIM_C_highcov_cont_replicate6_viralngs_genome",350000,175000,175000,345702,98.77,341404,97.54,4298,1.23,0,0,10029,100,100,100,345702,98.77,341404,97.54,4298,1.23,0,0,10018,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","7","1","30",0,0,"0","0",0,345702,0,0,4298,0,0.996313,0.963091,1,0.99592,0.981199,520.1,30.22," 5;13.49",1385532,3537408," 175%"
"V2.3256","SIM_C_highcov_cont","replicate6",221,8631,1059,82.754747,5.494141,"vpipe_genome",1,1,1,0,0,0,8627,8627,8627,0,0,0,1,8627,8627,8631,"40.79",40.43,8627,"8627",1,"1",350000,175000,175000,95.49,98.77,91.77,97.54,9594,10018,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"98.756","1.016",0,"647.52","317.87","8521","8521","8521","8521","1","1","SIM_C_highcov_cont_replicate6_vpipe_genome",350000,175000,175000,334217,95.49,321178,91.77,13039,3.73,0,0,9594,100,100,100,345702,98.77,341404,97.54,4298,1.23,0,0,10018,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","27","20","7","128",0,0,"0","0",0,334217,0,0,15783,0,0.985137,0.904817,0.94491,0.989419,0.924429,1557.74,537.74," 12;08.05",1178736,13409208," 287%"
"V2257","SIM_C_highcov_cont","replicate7",363,8622,1056,122.494141,8.179798,"shiver_genome",1,1,1,0,0,0,8601,8601,8601,0,0,0,1,8601,8601,8622,"40.43",40.43,8601,"8601",1,"1",350000,175000,175000,98.73,98.73,97.45,97.45,10022,10016,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","81.39","8601","8601","8601","8601","1","1","SIM_C_highcov_cont_replicate7_shiver_genome",350000,175000,175000,345538,98.73,341076,97.45,4462,1.27,0,0,10022,100,100,100,345538,98.73,341076,97.45,4462,1.27,0,0,10016,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","21",0,0,"0","0",0,345538,0,0,4462,0,0.997116,0.978504,1,0.996681,0.989135,6805.44,192.94," 1;49;37",1339996,25945192," 106%"
"V2.1257","SIM_C_highcov_cont","replicate7",363,8622,1056,122.494141,8.179798,"smaltalign_genome",1,1,1,0,0,0,8579,8579,8579,0,0,0,1,8579,8579,8622,"40.39",40.43,8579,"8579",1,"1",350000,175000,175000,98.3,98.73,96.59,97.45,9968,10016,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.384","1.004",0,"11.7","93.59","8527","8527","8527","8527","1","1","SIM_C_highcov_cont_replicate7_smaltalign_genome",350000,175000,175000,344035,98.3,338070,96.59,5965,1.7,0,0,9968,100,100,100,345538,98.73,341076,97.45,4462,1.27,0,0,10016,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","7","1","42",0,0,"0","0",0,344035,0,0,5965,0,0.995617,0.971698,0.995606,0.995619,0.983507,2008.49,19.23," 12;35.74",1448304,2095880," 268%"
"V2.2257","SIM_C_highcov_cont","replicate7",363,8622,1056,122.494141,8.179798,"viralngs_genome",1,1,1,0,0,0,8601,8601,8601,0,0,0,1,8601,8601,8622,"40.43",40.43,8601,"8601",1,"1",350000,175000,175000,98.72,98.73,97.45,97.45,10021,10016,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"23.25","81.39","8601","8601","8601","8601","1","1","SIM_C_highcov_cont_replicate7_viralngs_genome",350000,175000,175000,345531,98.72,341062,97.45,4469,1.28,0,0,10021,100,100,100,345538,98.73,341076,97.45,4462,1.27,0,0,10016,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","7","0","21",0,0,"0","0",0,345522,0,0,4469,9,0.997116,0.978504,1,0.996681,0.989135,501.65,30.25," 4;40.76",1382412,3491560," 189%"
"V2.3257","SIM_C_highcov_cont","replicate7",363,8622,1056,122.494141,8.179798,"vpipe_genome",1,1,1,0,0,0,8611,8611,8611,0,0,0,1,8611,8611,8622,"40.69",40.43,8611,"8611",1,"1",350000,175000,175000,94.95,98.73,90.7,97.45,9523,10016,99.83,100,"0","0","0","0","0","0","0","0 + 0 part",0,"97.989","1.022",0,"688.18","320.36","8440","8440","8440","8440","1","1","SIM_C_highcov_cont_replicate7_vpipe_genome",350000,175000,175000,332337,94.95,317438,90.7,14899,4.26,0,0,9523,99.83,99.81,99.72,345538,98.73,341076,97.45,4462,1.27,0,0,10016,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","27","21","6","125",0,0,"0","0",0,332337,0,0,17663,0,0.983622,0.924915,0.952548,0.988317,0.938528,1641.83,581.79," 12;30.98",1176848,13411360," 296%"
"V2258","SIM_C_highcov_cont","replicate8",235,8613,1044,88.401212,5.018586,"shiver_genome",1,1,1,0,0,0,8601,8601,8601,0,0,0,1,8601,8601,8613,"40.45",40.45,8601,"8601",1,"1",350000,175000,175000,98.76,98.76,97.53,97.53,10029,10026,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","34.88","8601","8601","8601","8601","1","1","SIM_C_highcov_cont_replicate8_shiver_genome",350000,175000,175000,345673,98.76,341346,97.53,4327,1.24,0,0,10029,100,100,100,345673,98.76,341346,97.53,4327,1.24,0,0,10026,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","12",0,0,"0","0",0,345673,0,0,4327,0,0.99619,0.968269,1,0.995689,0.983879,23490.01,344.53," 6;16;46",1340116,74164968," 105%"
"V2.1258","SIM_C_highcov_cont","replicate8",235,8613,1044,88.401212,5.018586,"smaltalign_genome",1,1,1,0,0,0,8579,8579,8579,0,0,0,1,8579,8579,8613,"40.4",40.45,8579,"8579",1,"1",350000,175000,175000,98.37,98.76,96.74,97.53,9978,10026,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.384","1.004",0,"0","46.79","8527","8527","8527","8527","1","1","SIM_C_highcov_cont_replicate8_smaltalign_genome",350000,175000,175000,344297,98.37,338594,96.74,5703,1.63,0,0,9978,100,100,100,345673,98.76,341346,97.53,4327,1.24,0,0,10026,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","33",0,0,"0","0",0,344297,0,0,5703,0,0.99492,0.961649,0.996028,0.994774,0.978537,1915.94,19.29," 11;51.48",1448240,2074360," 271%"
"V2.2258","SIM_C_highcov_cont","replicate8",235,8613,1044,88.401212,5.018586,"viralngs_genome",1,1,1,0,0,0,8601,8601,8601,0,0,0,1,8601,8601,8613,"40.45",40.45,8601,"8601",1,"1",350000,175000,175000,98.76,98.76,97.53,97.53,10029,10026,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","34.88","8601","8601","8601","8601","1","1","SIM_C_highcov_cont_replicate8_viralngs_genome",350000,175000,175000,345673,98.76,341346,97.53,4327,1.24,0,0,10029,100,100,100,345673,98.76,341346,97.53,4327,1.24,0,0,10026,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","12",0,0,"0","0",0,345673,0,0,4327,0,0.99619,0.968269,1,0.995689,0.983879,520.47,30.45," 5;04.50",1388484,3535512," 180%"
"V2.3258","SIM_C_highcov_cont","replicate8",235,8613,1044,88.401212,5.018586,"vpipe_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8613,"40.75",40.45,8624,"8624",1,"1",350000,175000,175000,95.29,98.76,91.48,97.53,9577,10026,99.41,100,"0","0","0","0","0","0","0","0 + 0 part",0,"98.814","1.015",0,"611.84","294.15","8523","8523","8523","8523","1","1","SIM_C_highcov_cont_replicate8_vpipe_genome",350000,175000,175000,333527,95.29,320186,91.48,13341,3.81,0,0,9577,99.41,99.35,99.35,345673,98.76,341346,97.53,4327,1.24,0,0,10026,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","25","19","6","124",0,0,"0","0",0,333527,0,0,16473,0,0.983605,0.917068,0.944389,0.988764,0.930528,1580.17,550.09," 12;23.41",1178744,13413016," 286%"
"V2259","SIM_C_highcov_cont","replicate9",1080,8637,1181,289.66081,17.63253,"shiver_genome",1,1,1,0,0,0,8589,8589,8589,0,0,0,1,8589,8589,8637,"40.28",40.16,8589,"8589",1,"1",350000,175000,175000,98.7,98.7,97.39,97.39,10015,10004,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"220.9","162.77","8589","8589","8589","8589","1","1","SIM_C_highcov_cont_replicate9_shiver_genome",350000,175000,175000,345441,98.7,340882,97.39,4559,1.3,0,0,10015,100,100,100,345439,98.7,340878,97.39,4561,1.3,0,0,10004,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","14","12","2","48",0,0,"0","0",0,345415,0,0,4559,26,0.993898,0.963203,0.998504,0.993059,0.980536,2732.62,91.1," 45;36.24",1457880,10498008," 103%"
"V2.1259","SIM_C_highcov_cont","replicate9",1080,8637,1181,289.66081,17.63253,"smaltalign_genome",1,1,1,0,0,0,8574,8574,8574,0,0,0,1,8574,8574,8637,"40.17",40.16,8574,"8574",1,"1",350000,175000,175000,98.15,98.7,96.31,97.39,9952,10004,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.997",0,"837.11","151.15","8574","8574","8574","8574","1","1","SIM_C_highcov_cont_replicate9_smaltalign_genome",350000,175000,175000,343542,98.15,337084,96.31,6458,1.85,0,0,9952,100,100,100,345439,98.7,340878,97.39,4561,1.3,0,0,10004,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","13","10","3","63",0,0,"0","0",0,343472,0,0,6458,70,0.993552,0.963124,0.99626,0.993059,0.979412,2643.91,25.55," 18;02.97",1448132,2133496," 246%"
"V2.2259","SIM_C_highcov_cont","replicate9",1080,8637,1181,289.66081,17.63253,"viralngs_genome",1,1,1,0,0,0,8619,8619,8619,0,0,0,1,8619,8619,8637,"39.92",40.16,8619,"8619",1,"1",350000,175000,175000,82.53,98.7,69.45,97.39,8229,10004,90.78,100,"0","0","0","0","0","3","0","0 + 0 part",0,"92.908","1.079",9467.46,"1977.22","137.65","8009","8009","8009","8009","1","1","SIM_C_highcov_cont_replicate9_viralngs_genome",350000,175000,175000,288840,82.53,243058,69.45,45782,13.08,0,0,8229,90.78,90.78,90.78,345439,98.7,340878,97.39,4561,1.3,0,0,10004,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","158","11","9","2","51",0,0,"0","0",816,288772,0,0,61160,68,0.978584,0.960032,0.89828,0.993195,0.92813,479.61,30.99," 3;51.08",1383776,3466704," 220%"
"V2.3259","SIM_C_highcov_cont","replicate9",1080,8637,1181,289.66081,17.63253,"vpipe_genome",1,1,1,0,0,0,8606,8606,8606,0,0,0,1,8606,8606,8637,"40.72",40.16,8606,"8606",1,"1",350000,175000,175000,90.86,98.7,83.23,97.39,9091,10004,99.44,100,"0","0","0","0","0","0","0","0 + 0 part",0,"98.744","1.013",0,"2201.81","365.01","8499","8499","8499","8499","1","1","SIM_C_highcov_cont_replicate9_vpipe_genome",350000,175000,175000,318014,90.86,291310,83.23,26704,7.63,0,0,9091,99.44,99.36,98.75,345439,98.7,340878,97.39,4561,1.3,0,0,10004,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","187","31","23","8","162",0,0,"0","0",0,318004,0,0,31986,10,0.975705,0.898161,0.949888,0.980403,0.923301,1864.19,683.27," 13;47.93",1177984,13406608," 307%"
"V2260","SIM_C_highcov_nocont","replicate1",535,8622,1046,177.319596,9.628283,"shiver_genome",1,1,1,0,0,0,8600,8600,8600,0,0,0,1,8600,8600,8622,"40.43",40.43,8600,"8600",1,"1",350000,175000,175000,98.79,98.79,97.58,97.58,10026,10021,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","93.01","8599","8599","8599","8599","1","1","SIM_C_highcov_nocont_replicate1_shiver_genome",350000,175000,175000,345770,98.79,341540,97.58,4230,1.21,0,0,10026,100,100,100,345766,98.79,341532,97.58,4234,1.21,0,0,10021,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","7","1","23",0,0,"0","0",0,345769,0,0,4230,1,0.996543,0.978528,0.998435,0.996216,0.988381,3494.01,74.28," 57;01.02",1341524,12864112," 104%"
"V2.1260","SIM_C_highcov_nocont","replicate1",535,8622,1046,177.319596,9.628283,"smaltalign_genome",1,1,1,0,0,0,8580,8580,8580,0,0,0,1,8580,8580,8622,"40.35",40.43,8580,"8580",1,"1",350000,175000,175000,98.36,98.79,96.73,97.58,9971,10021,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.998",0,"46.51","81.39","8580","8580","8580","8580","1","1","SIM_C_highcov_nocont_replicate1_smaltalign_genome",350000,175000,175000,344271,98.36,338542,96.73,5729,1.64,0,0,9971,100,100,100,345766,98.79,341532,97.58,4234,1.21,0,0,10021,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","5","2","42",0,0,"0","0",0,344270,0,0,5729,1,0.995736,0.978412,0.992958,0.996216,0.985631,2151.15,21.47," 13;27.90",1426660,2090928," 268%"
"V2.2260","SIM_C_highcov_nocont","replicate1",535,8622,1046,177.319596,9.628283,"viralngs_genome",1,1,1,0,0,0,8601,8601,8601,0,0,0,1,8601,8601,8622,"40.41",40.43,8601,"8601",1,"1",350000,175000,175000,98.77,98.79,97.54,97.58,10027,10021,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.965","1",0,"186.09","58.15","8601","8601","8601","8601","1","1","SIM_C_highcov_nocont_replicate1_viralngs_genome",350000,175000,175000,345700,98.77,341400,97.54,4300,1.23,0,0,10027,100,100,100,345766,98.79,341532,97.58,4234,1.21,0,0,10021,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","5","4","1","18",0,0,"0","0",0,345700,0,0,4300,0,0.996773,0.97856,1,0.996216,0.989164,457.96,28.95," 3;47.73",1317160,3231224," 213%"
"V2.3260","SIM_C_highcov_nocont","replicate1",535,8622,1046,177.319596,9.628283,"vpipe_genome",1,1,1,0,0,0,8609,8609,8609,0,0,0,1,8609,8609,8622,"40.78",40.43,8609,"8609",1,"1",350000,175000,175000,93.08,98.79,87.34,97.58,9317,10021,99.31,100,"0","0","0","0","0","0","0","0 + 0 part",0,"98.744","1.014",0,"1189.21","447.43","8502","8502","8502","8502","1","1","SIM_C_highcov_nocont_replicate1_vpipe_genome",350000,175000,175000,325796,93.08,305692,87.34,20104,5.74,0,0,9317,99.31,99.29,99.27,345766,98.79,341532,97.58,4234,1.21,0,0,10021,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","38","31","7","146",0,0,"0","0",0,325796,0,0,24204,0,0.978679,0.911831,0.946792,0.984187,0.928983,1475.75,501.38," 11;40.95",1343972,12995016," 282%"
"V2261","SIM_C_highcov_nocont","replicate10",1083,8628,1116,303.80061,22.16707,"shiver_genome",1,1,1,0,0,0,8598,8598,8598,0,0,0,1,8598,8598,8628,"40.4",40.39,8598,"8598",1,"1",350000,175000,175000,98.73,98.73,97.46,97.46,10016,10004,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","93.04","8598","8598","8598","8598","1","1","SIM_C_highcov_nocont_replicate10_shiver_genome",350000,175000,175000,345554,98.73,341108,97.46,4446,1.27,0,0,10016,100,100,100,345553,98.73,341106,97.46,4447,1.27,0,0,10004,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","6","2","30",0,0,"0","0",0,345553,0,0,4446,1,0.995391,0.975487,0.999356,0.994527,0.987277,6439.7,119.43," 1;43;58",1339764,22409904," 105%"
"V2.1261","SIM_C_highcov_nocont","replicate10",1083,8628,1116,303.80061,22.16707,"smaltalign_genome",1,1,1,0,0,0,8577,8577,8577,0,0,0,1,8577,8577,8628,"40.27",40.39,8577,"8577",1,"1",350000,175000,175000,98.07,98.73,96.14,97.46,9943,10004,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.998",0,"244.24","104.68","8577","8577","8577","8577","1","1","SIM_C_highcov_nocont_replicate10_smaltalign_genome",350000,175000,175000,343251,98.07,336502,96.14,6749,1.93,0,0,9943,100,100,100,345553,98.73,341106,97.46,4447,1.27,0,0,10004,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","9","6","3","51",0,0,"0","0",0,343197,0,0,6749,54,0.994585,0.975379,0.994849,0.994527,0.985018,2697.32,21.73," 18;59.93",1426708,2132424," 238%"
"V2.2261","SIM_C_highcov_nocont","replicate10",1083,8628,1116,303.80061,22.16707,"viralngs_genome",1,1,1,0,0,0,8604,8604,8604,0,0,0,1,8604,8604,8628,"40.01",40.39,8604,"8604",1,"1",350000,175000,175000,95.39,98.73,90.79,97.46,9629,10004,98.05,100,"0","0","0","0","0","1","0","0 + 0 part",0,"98.046","1.021",3451.88,"1115.07","71.17","8436","8436","8436","8436","1","1","SIM_C_highcov_nocont_replicate10_viralngs_genome",350000,175000,175000,333875,95.39,317750,90.79,16125,4.61,0,0,9629,98.05,98.05,98.05,345553,98.73,341106,97.46,4447,1.27,0,0,10004,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","94","6","4","2","24",0,0,"0","0",297,333815,0,0,16125,60,0.987902,0.975066,0.956858,0.994667,0.965876,458.77,29.25," 3;36.93",1322592,3269192," 224%"
"V2.3261","SIM_C_highcov_nocont","replicate10",1083,8628,1116,303.80061,22.16707,"vpipe_genome",1,1,1,0,0,0,8605,8605,8605,0,0,0,1,8605,8605,8628,"40.76",40.39,8605,"8605",1,"1",350000,175000,175000,89.65,98.73,80.9,97.46,8980,10004,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"97.906","1.022",0,"1734.38","392.02","8430","8430","8430","8430","1","1","SIM_C_highcov_nocont_replicate10_vpipe_genome",350000,175000,175000,313766,89.65,283160,80.9,30606,8.74,0,0,8980,100,98.36,98.29,345553,98.73,341106,97.46,4447,1.27,0,0,10004,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146","33","24","9","157",0,0,"0","0",0,313766,0,0,36234,0,0.975573,0.913634,0.953638,0.980354,0.933207,1727.53,613.79," 12;59.38",1176340,12995080," 300%"
"V2262","SIM_C_highcov_nocont","replicate11",204,8622,1053,80.333737,6.450505,"shiver_genome",1,1,1,0,0,0,8593,8593,8593,0,0,0,1,8593,8593,8622,"40.38",40.4,8593,"8593",1,"1",84589,175000,175000,408.48,407.72,403.2,402.49,10033,10018,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","93.1","8593","8593","8593","8593","1","1","SIM_C_highcov_nocont_replicate11_shiver_genome",84589,175000,175000,345531,408.48,341062,403.2,4469,5.28,0,0,10033,100,100,100,345573,407.72,341146,402.49,4427,5.22,0,0,10018,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","6","2","29",0,0,"0","0",0,345531,0,0,4469,0,0.998155,0.982353,0.998804,0.998085,0.99051,1432.8,31.7," 23;46.82",1341260,6636152," 102%"
"V2.1262","SIM_C_highcov_nocont","replicate11",204,8622,1053,80.333737,6.450505,"smaltalign_genome",1,1,1,0,0,0,8574,8574,8574,0,0,0,1,8574,8574,8622,"40.38",40.4,8574,"8574",1,"1",85350,175000,175000,403,407.72,395.93,402.49,9974,10018,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.453","0.998",0,"35.18","70.36","8527","8527","8527","8527","1","1","SIM_C_highcov_nocont_replicate11_smaltalign_genome",85350,175000,175000,343964,403,337928,395.93,6036,7.07,0,0,9974,100,99.99,99.86,345573,407.72,341146,402.49,4427,5.22,0,0,10018,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","3","3","45",0,0,"0","0",0,343964,0,0,6036,0,0.996886,0.982122,0.985646,0.998085,0.983881,1818.7,20.77," 10;55.01",1426640,2057936," 280%"
"V2.2262","SIM_C_highcov_nocont","replicate11",204,8622,1053,80.333737,6.450505,"viralngs_genome",1,1,1,0,0,0,8595,8595,8595,0,0,0,1,8595,8595,8622,"40.38",40.4,8595,"8595",1,"1",84583,175000,175000,408.56,407.72,403.33,402.49,10032,10018,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"11.63","69.81","8595","8595","8595","8595","1","1","SIM_C_highcov_nocont_replicate11_viralngs_genome",84583,175000,175000,345574,408.56,341148,403.33,4426,5.23,0,0,10032,100,100,100,345573,407.72,341146,402.49,4427,5.22,0,0,10018,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","4","2","27",0,0,"0","0",0,345573,0,0,4426,1,0.998385,0.983529,1,0.998213,0.991696,619.52,20.39," 4;40.76",1195344,3558288," 227%"
"V2.3262","SIM_C_highcov_nocont","replicate11",204,8622,1053,80.333737,6.450505,"vpipe_genome",1,1,1,0,0,0,8607,8607,8607,0,0,0,1,8607,8607,8622,"40.69",40.4,8607,"8607",1,"1",93620,175000,175000,354.35,407.72,338.03,402.49,9513,10018,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"98.057","1.001",0,"627.96","308.06","8440","8440","8440","8440","1","1","SIM_C_highcov_nocont_replicate11_vpipe_genome",93620,175000,175000,331744,354.35,316464,338.03,15280,16.32,0,0,9513,100,99.35,99.22,345573,407.72,341146,402.49,4427,5.22,0,0,10018,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","26","18","8","140",0,0,"0","0",0,331744,0,0,18256,0,0.985582,0.931956,0.917464,0.992852,0.924653,1378.37,464.6," 10;54.83",1177276,14144152," 281%"
"V2263","SIM_C_highcov_nocont","replicate12",1203,8637,1090,326.86929,19.72848,"shiver_genome",1,1,1,0,0,0,8595,8595,8595,0,0,0,1,8595,8595,8637,"40.28",40.27,8595,"8595",1,"1",89382,175000,175000,386.41,384.75,381.25,379.6,10016,9997,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.001",0,"11.63","139.62","8595","8595","8595","8595","1","1","SIM_C_highcov_nocont_replicate12_shiver_genome",89382,175000,175000,345385,386.41,340770,381.25,4615,5.16,0,0,10016,100,100,100,345373,384.75,340746,379.6,4627,5.15,0,0,9997,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","12","10","2","42",0,0,"0","0",0,345372,0,0,4615,13,0.995167,0.97619,0.998782,0.994325,0.987357,2219.91,40.09," 36;18.09",1457564,9227696," 103%"
"V2.1263","SIM_C_highcov_nocont","replicate12",1203,8637,1090,326.86929,19.72848,"smaltalign_genome",1,1,1,0,0,0,8574,8574,8574,0,0,0,1,8574,8574,8637,"40.26",40.27,8574,"8574",1,"1",90663,175000,175000,378.28,384.75,370.51,379.6,9936,9997,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"98.882","0.998",0,"318.47","141.54","8478","8478","8478","8478","1","1","SIM_C_highcov_nocont_replicate12_smaltalign_genome",90663,175000,175000,342960,378.28,335920,370.51,7040,7.77,0,0,9936,100,100,100,345373,384.75,340746,379.6,4627,5.15,0,0,9997,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","12","10","2","57",0,0,"0","0",0,342952,0,0,7040,8,0.992521,0.973574,0.987211,0.993758,0.980345,2725.1,19.16," 18;35.45",1427220,2120744," 246%"
"V2.2263","SIM_C_highcov_nocont","replicate12",1203,8637,1090,326.86929,19.72848,"viralngs_genome",1,1,1,0,0,0,8569,8569,8569,0,0,0,1,8569,8569,8637,"39.8",40.27,8569,"8569",1,"1",131806,175000,175000,215.3,384.75,195,379.6,8170,9997,86.78,100,"0","0","0","0","1","0","0","0 + 0 part",0,"87.59","1.001",14727.51,"1965.73","119.54","7529","7529","7529","7529","1","1","SIM_C_highcov_nocont_replicate12_viralngs_genome",131806,175000,175000,283781,215.3,257028,195,26753,20.3,0,0,8170,86.78,86.78,86.78,345373,384.75,340746,379.6,4627,5.15,0,0,9997,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","148","9","7","2","33",0,0,"0","0",1262,283765,0,0,66219,16,0.962605,0.975451,0.822777,0.995177,0.892633,619.45,20.5," 3;06.24",1192484,3494552," 343%"
