"Dataset","Sample","Length_of_benchmarking_reference","Distance_from_HXB2","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","N90","NG90","auN","auNG","L50","LG50","L90","LG90","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","structural_variations","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","NA90","NGA90","auNA","auNGA","LA50","LGA50","LA90","LGA90","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","structural_variations.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.255","SSNGS_HUN_PRRT","SSNGS_111.2017_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.37,35.79,1013,1013,1013,1013,1013,1013,1,1,1,1,623533,321756,321756,3.86,12.87,0.94,8.91,3210,10544,28.53,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,25.104,1.004,71470.88,0,0,243,243,"-","-","-","-",58.3,58.3,"-","-","-","-","SSNGS_HUN_PRRT_SSNGS_111.2017_PRRT_viralngs_genome",623533,321756,321756,24049,3.86,5834,0.94,17073,2.74,0,0,3210,28.53,28.53,28.53,76878,12.87,53186,8.91,18784,3.15,0,0,10544,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,23806,0,0,619463,243,0.63771,0.99115,0.23431,0.998131,0.379019,1020,31.05," 5;41.36",1187588,7751728," 307%"
"V2.355","SSNGS_HUN_PRRT","SSNGS_111.2017_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.33,35.79,1013,1013,1013,1013,1013,1013,1,1,1,1,594955,321756,321756,14.83,12.87,11.78,8.91,12367,10544,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.051,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_111.2017_PRRT_vpipe_genome",594955,321756,321756,88232,14.83,70086,11.78,12788,2.15,0,0,12367,100,100,100,76878,12.87,53186,8.91,18784,3.15,0,0,10544,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76872,0,0,555280,11360,0.890424,0.81913,0.985356,0.805607,0.894587,44105.86,10475.28," 3;59;29",1191280,18750736," 379%"
"V256","SSNGS_HUN_PRRT","SSNGS_12.2019_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.43,36.53,1013,1013,1013,1013,1013,1013,1,1,1,1,413364,279681,279681,54.51,54.38,43.28,43.14,30284,30222,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1,0,592.3,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_12.2019_PRRT_shiver_genome",413364,279681,279681,225326,54.51,178918,43.28,14206,3.44,0,0,30284,100,100,100,224900,54.38,178380,43.14,14340,3.47,0,0,30222,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,224872,0,0,334036,454,0.979269,0.979021,0.984183,0.972973,0.981595,1332.52,24.1," 21;54.55",1495720,6485568," 103%"
"V2.156","SSNGS_HUN_PRRT","SSNGS_12.2019_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.43,36.53,1013,1013,1013,1013,1013,1013,1,1,1,1,413357,279681,279681,54.51,54.38,43.29,43.14,30286,30222,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1,0,592.3,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_12.2019_PRRT_smaltalign_genome",413357,279681,279681,225335,54.51,178922,43.29,14217,3.44,0,0,30286,100,100,100,224900,54.38,178380,43.14,14340,3.47,0,0,30222,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,224879,0,0,334027,456,0.981244,0.984155,0.982425,0.97973,0.983289,977.64,7.73," 7;42.94",1425696,1309496," 212%"
"V2.256","SSNGS_HUN_PRRT","SSNGS_12.2019_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,35.82,36.53,1013,1013,1013,1013,1013,1013,1,1,1,1,413517,279681,279681,54.11,54.38,42.75,43.14,30034,30222,96.45,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,95.656,1,3553.8,516,0,969,969,"969","969","969","969",926.9,926.9,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_12.2019_PRRT_viralngs_genome",413517,279681,279681,223749,54.11,176764,42.75,14851,3.59,0,0,30034,96.45,96.45,96.45,224900,54.38,178380,43.14,14340,3.47,0,0,30222,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,36,223332,0,0,335613,417,0.94077,0.91653,0.984183,0.885135,0.949153,730.79,22.68," 5;41.17",1253600,5332816," 220%"
"V2.356","SSNGS_HUN_PRRT","SSNGS_12.2019_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.43,36.53,1013,1013,1013,1013,1013,1013,1,1,1,1,413354,279681,279681,54.51,54.38,43.28,43.14,30285,30222,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1,0,592.3,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_12.2019_PRRT_vpipe_genome",413354,279681,279681,225332,54.51,178916,43.28,14218,3.44,0,0,30285,100,100,100,224900,54.38,178380,43.14,14340,3.47,0,0,30222,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,224879,0,0,334030,453,0.983218,0.985915,0.984183,0.981982,0.985048,21927.98,4219.02," 1;56;13",1180152,17761696," 374%"
"V257","SSNGS_HUN_PRRT","SSNGS_120.2019_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.72,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,544101,342053,342053,38.99,38.74,32.17,31.97,30264,30151,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019_PRRT_shiver_genome",544101,342053,342053,212128,38.99,175040,32.17,30964,5.69,0,0,30264,100,100,100,211011,38.74,174152,31.97,30763,5.65,0,0,30151,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210998,0,0,471978,1130,0.985192,0.989744,0.984694,0.985882,0.987212,2345.12,39.3," 38;06.43",1685312,12857456," 104%"
"V2.157","SSNGS_HUN_PRRT","SSNGS_120.2019_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.72,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,544102,342053,342053,38.99,38.74,32.17,31.97,30264,30151,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019_PRRT_smaltalign_genome",544102,342053,342053,212127,38.99,175038,32.17,30965,5.69,0,0,30264,100,100,100,211011,38.74,174152,31.97,30763,5.65,0,0,30151,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210996,0,0,471979,1131,0.983218,0.986371,0.984694,0.981176,0.985532,1098.57,7.58," 7;44.02",1425680,1414680," 238%"
"V2.257","SSNGS_HUN_PRRT","SSNGS_120.2019_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.72,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,544105,342053,342053,38.98,38.74,32.17,31.97,30263,30151,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019_PRRT_viralngs_genome",544105,342053,342053,212113,38.98,175032,32.17,30967,5.69,0,0,30263,100,100,100,211011,38.74,174152,31.97,30763,5.65,0,0,30151,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210991,0,0,471993,1122,0.982231,0.984694,0.984694,0.978824,0.984694,1003.79,30.21," 6;01.92",1276796,7626640," 285%"
"V2.357","SSNGS_HUN_PRRT","SSNGS_120.2019_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.72,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,544103,342053,342053,38.99,38.74,32.17,31.97,30263,30151,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019_PRRT_vpipe_genome",544103,342053,342053,212123,38.99,175042,32.17,30957,5.69,0,0,30263,100,100,100,211011,38.74,174152,31.97,30763,5.65,0,0,30151,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210992,0,0,471983,1131,0.984205,0.988055,0.984694,0.983529,0.986371,38890.98,9181.81," 3;33;31",1187052,19001560," 375%"
"V258","SSNGS_HUN_PRRT","SSNGS_120.2019crns_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.82,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,332410,185324,185324,24.05,23.94,19.73,19.62,11170,11133,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019crns_PRRT_shiver_genome",332410,185324,185324,79956,24.05,65584,19.73,9888,2.97,0,0,11170,100,100,100,79588,23.94,65246,19.62,9882,2.97,0,0,11133,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79579,0,0,290692,377,0.990128,0.991525,0.987342,0.992579,0.989429,1595.11,27.76," 26;05.74",1686936,7476976," 103%"
"V2.158","SSNGS_HUN_PRRT","SSNGS_120.2019crns_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.82,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,332410,185324,185324,24.05,23.94,19.73,19.62,11170,11133,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019crns_PRRT_smaltalign_genome",332410,185324,185324,79960,24.05,65588,19.73,9888,2.97,0,0,11170,100,100,100,79588,23.94,65246,19.62,9882,2.97,0,0,11133,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79581,0,0,290688,379,0.98618,0.991453,0.978903,0.992579,0.985138,893.06,6.89," 5;34.87",1425628,1428352," 268%"
"V2.258","SSNGS_HUN_PRRT","SSNGS_120.2019crns_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.92,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,332404,185324,185324,24.05,23.94,19.73,19.62,11164,11133,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,296.15,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019crns_PRRT_viralngs_genome",332404,185324,185324,79950,24.05,65576,19.73,9896,2.98,0,0,11164,100,100,100,79588,23.94,65246,19.62,9882,2.97,0,0,11133,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,79574,0,0,290698,376,0.98618,0.987288,0.983122,0.988868,0.985201,639.62,19.15," 4;31.70",979400,4013072," 242%"
"V2.358","SSNGS_HUN_PRRT","SSNGS_120.2019crns_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.82,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,332408,185324,185324,24.05,23.94,19.73,19.62,11169,11133,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019crns_PRRT_vpipe_genome",332408,185324,185324,79950,24.05,65580,19.73,9892,2.98,0,0,11169,100,100,100,79588,23.94,65246,19.62,9882,2.97,0,0,11133,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79573,0,0,290698,377,0.990128,0.991525,0.987342,0.992579,0.989429,24183.08,4580.92," 2;06;36",1191052,17113536," 378%"
"V259","SSNGS_HUN_PRRT","SSNGS_120.2019crnsnincs_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.82,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,405855,238840,238840,32.17,32.01,26.31,26.18,18283,18227,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019crnsnincs_PRRT_shiver_genome",405855,238840,238840,130571,32.17,106784,26.31,16381,4.04,0,0,18283,100,100,100,129997,32.01,106304,26.18,16307,4.02,0,0,18227,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129973,0,0,347109,598,0.979269,0.971831,0.991023,0.964912,0.981333,1800.37,28.6," 29;11.31",1597960,7894112," 104%"
"V2.159","SSNGS_HUN_PRRT","SSNGS_120.2019crnsnincs_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.82,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,405857,238840,238840,32.17,32.01,26.31,26.18,18283,18227,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019crnsnincs_PRRT_smaltalign_genome",405857,238840,238840,130574,32.17,106786,26.31,16380,4.04,0,0,18283,100,100,100,129997,32.01,106304,26.18,16307,4.02,0,0,18227,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129976,0,0,347106,598,0.982231,0.978686,0.989228,0.973684,0.983929,974.73,7.59," 6;14.92",1425704,1403168," 262%"
"V2.259","SSNGS_HUN_PRRT","SSNGS_120.2019crnsnincs_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1012,1012,0,0,0,0,1,1012,1012,1013,36.66,36.76,1012,1012,1012,1012,1012,1011,1,1,1,1,406166,238840,238840,32.02,32.01,26.21,26.18,18237,18227,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,98.601,1.011,0,0,0,998,998,"998","998","998","998",984.2,983.2,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019crnsnincs_PRRT_viralngs_genome",406166,238840,238840,130069,32.02,106438,26.21,16241,4,0,0,18237,100,100,100,129997,32.01,106304,26.18,16307,4.02,0,0,18227,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129944,0,0,347611,125,0.990128,0.994575,0.987433,0.993421,0.990991,769.62,23.77," 5;34.45",1302696,5558424," 237%"
"V2.359","SSNGS_HUN_PRRT","SSNGS_120.2019crnsnincs_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.82,36.76,1013,1013,1013,1013,1013,1013,1,1,1,1,405865,238840,238840,32.17,32.01,26.32,26.18,18284,18227,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.012,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_120.2019crnsnincs_PRRT_vpipe_genome",405865,238840,238840,130581,32.17,106804,26.32,16373,4.03,0,0,18284,100,100,100,129997,32.01,106304,26.18,16307,4.02,0,0,18227,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129978,0,0,347099,603,0.981244,0.989091,0.976661,0.986842,0.982836,27748.9,6436.83," 2;30;44",1191004,17751584," 377%"
"V260","SSNGS_HUN_PRRT","SSNGS_132.2017_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.02,36.8,1013,1013,1013,1013,1013,1013,1,1,1,1,472656,303275,303275,44.06,44.05,36.98,36.97,29722,29720,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.013,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_132.2017_PRRT_shiver_genome",472656,303275,303275,208256,44.06,174806,36.98,26190,5.54,0,0,29722,100,100,100,208209,44.05,174740,36.97,26219,5.55,0,0,29720,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208204,0,0,398294,52,0.971372,0.955738,0.996581,0.936916,0.975732,2168.88,37.67," 35;04.92",1583284,11997632," 104%"
"V2.160","SSNGS_HUN_PRRT","SSNGS_132.2017_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.02,36.8,1013,1013,1013,1013,1013,1013,1,1,1,1,472658,303275,303275,44.06,44.05,36.98,36.97,29722,29720,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.013,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_132.2017_PRRT_smaltalign_genome",472658,303275,303275,208252,44.06,174804,36.98,26188,5.54,0,0,29722,100,100,100,208209,44.05,174740,36.97,26219,5.55,0,0,29720,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208200,0,0,398298,52,0.969398,0.952614,0.996581,0.932243,0.974102,1020.23,7.51," 7;09.51",1425848,1435816," 239%"
"V2.260","SSNGS_HUN_PRRT","SSNGS_132.2017_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.92,36.8,1013,1013,1013,1013,1013,1013,1,1,1,1,472653,303275,303275,44.06,44.05,36.98,36.97,29722,29720,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.013,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_132.2017_PRRT_viralngs_genome",472653,303275,303275,208255,44.06,174804,36.98,26191,5.54,0,0,29722,100,100,100,208209,44.05,174740,36.97,26219,5.55,0,0,29720,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208203,0,0,398295,52,0.971372,0.955738,0.996581,0.936916,0.975732,1121.63,29.3," 6;59.48",1255024,7454312," 274%"
"V2.360","SSNGS_HUN_PRRT","SSNGS_132.2017_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.02,36.8,1013,1013,1013,1013,1013,1013,1,1,1,1,472659,303275,303275,44.06,44.05,36.98,36.97,29722,29720,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.013,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_132.2017_PRRT_vpipe_genome",472659,303275,303275,208253,44.06,174806,36.98,26187,5.54,0,0,29722,100,100,100,208209,44.05,174740,36.97,26219,5.55,0,0,29720,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208203,0,0,398297,50,0.971372,0.955738,0.996581,0.936916,0.975732,24079,4695.17," 2;08;37",1189448,18411296," 372%"
"V261","SSNGS_HUN_PRRT","SSNGS_141.2018_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.41,37.24,1013,1013,1013,1013,1013,1013,1,1,1,1,713619,380354,380354,12.49,12.49,7.93,7.92,9751,9755,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.006,0,197.43,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_141.2018_PRRT_shiver_genome",713619,380354,380354,89124,12.49,56558,7.93,3156,0.44,0,0,9751,100,100,100,89097,12.49,56550,7.92,3153,0.44,0,0,9755,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,89092,0,0,671584,32,0.994077,0.993671,0.993671,0.994434,0.993671,12651.82,81.39," 3;23;39",1551116,24511920," 104%"
"V2.161","SSNGS_HUN_PRRT","SSNGS_141.2018_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.41,37.24,1013,1013,1013,1013,1013,1013,1,1,1,1,713613,380354,380354,12.49,12.49,7.93,7.92,9752,9755,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.006,0,197.43,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_141.2018_PRRT_smaltalign_genome",713613,380354,380354,89130,12.49,56562,7.93,3152,0.44,0,0,9752,100,100,100,89097,12.49,56550,7.92,3153,0.44,0,0,9755,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,89095,0,0,671578,35,0.994077,0.995763,0.991561,0.996289,0.993658,472.2,5.17," 2;42.86",1426440,1117288," 293%"
"V2.261","SSNGS_HUN_PRRT","SSNGS_141.2018_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.41,37.24,1013,1013,1013,1013,1013,1013,1,1,1,1,713616,380354,380354,12.49,12.49,7.93,7.92,9752,9755,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.006,0,197.43,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_141.2018_PRRT_viralngs_genome",713616,380354,380354,89131,12.49,56560,7.93,3153,0.44,0,0,9752,100,100,100,89097,12.49,56550,7.92,3153,0.44,0,0,9755,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,89094,0,0,671577,37,0.994077,0.995763,0.991561,0.996289,0.993658,1247.87,26.84," 6;58.39",1403544,7180032," 304%"
"V2.361","SSNGS_HUN_PRRT","SSNGS_141.2018_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.41,37.24,1013,1013,1013,1013,1013,1013,1,1,1,1,713619,380354,380354,12.49,12.49,7.93,7.92,9751,9755,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.006,0,197.43,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_141.2018_PRRT_vpipe_genome",713619,380354,380354,89124,12.49,56558,7.93,3154,0.44,0,0,9751,100,100,100,89097,12.49,56550,7.92,3153,0.44,0,0,9755,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,89091,0,0,671584,33,0.994077,0.993671,0.993671,0.994434,0.993671,20482.52,3094.68," 1;44;35",1188996,18474864," 375%"
